   163/299     6.11G   0.01666  0.006453         0   0.02311        10       480    0.9896    0.9948    0.9951    0.8859   0.01197  0.002672         0
   164/299     6.11G   0.01649  0.006387         0   0.02287        10       480    0.9896    0.9948    0.9951    0.8861   0.01195  0.002668         0
   165/299     6.11G   0.01666  0.006393         0   0.02306         6       480    0.9896    0.9948    0.9951    0.8863   0.01192  0.002663         0
   166/299     6.11G    0.0166  0.006384         0   0.02299        14       480    0.9896    0.9948    0.9951    0.8861    0.0119  0.002658         0
   167/299     6.11G   0.01658  0.006361         0   0.02294        12       480    0.9922    0.9948    0.9951    0.8866   0.01188  0.002654         0
   168/299     6.11G   0.01651  0.006373         0   0.02288         9       480    0.9922    0.9948    0.9951    0.8867   0.01185  0.002649         0
   169/299     6.11G    0.0165  0.006366         0   0.02287        10       480    0.9922    0.9948    0.9951    0.8868   0.01183  0.002645         0
   170/299     6.11G   0.01646   0.00635         0   0.02281        13       480    0.9922    0.9948    0.9951    0.8871   0.01181  0.002641         0
   171/299     6.11G   0.01638  0.006303         0   0.02268        14       480    0.9922    0.9948    0.9951    0.8879   0.01178  0.002636         0
   172/299     6.11G   0.01636  0.006267         0   0.02262        11       480    0.9922    0.9948    0.9951    0.8875   0.01176  0.002632         0
   173/299     6.11G   0.01625  0.006298         0   0.02255        14       480    0.9922    0.9948    0.9952    0.8875   0.01174  0.002627         0
   174/299     6.11G   0.01613  0.006237         0   0.02237        11       480    0.9922    0.9948    0.9952    0.8877   0.01171  0.002622         0
   175/299     6.11G   0.01615  0.006242         0   0.02239         8       480    0.9922    0.9948    0.9951    0.8893   0.01169  0.002618         0
   176/299     6.11G   0.01614  0.006222         0   0.02236        13       480    0.9922    0.9948    0.9952    0.8904   0.01166  0.002613         0
   177/299     6.11G   0.01612  0.006154         0   0.02227        17       480    0.9948    0.9948    0.9952    0.8898   0.01164  0.002608         0
   178/299     6.11G   0.01611  0.006139         0   0.02225         8       480    0.9948    0.9948    0.9952    0.8902   0.01162  0.002605         0
   179/299     6.11G   0.01606  0.006209         0   0.02227        18       480    0.9948    0.9948    0.9952    0.8898    0.0116    0.0026         0
   180/299     6.11G   0.01614  0.006282         0   0.02242         9       480    0.9948    0.9948    0.9952    0.8905   0.01158  0.002595         0
   181/299     6.11G   0.01606  0.006227         0   0.02229        10       480    0.9948    0.9948    0.9952    0.8913   0.01155  0.002591         0
   182/299     6.11G    0.0161  0.006203         0    0.0223         8       480    0.9948    0.9948    0.9952    0.8932   0.01152  0.002587         0
   183/299     6.11G    0.0161  0.006114         0   0.02221         8       480    0.9948    0.9948    0.9952     0.893    0.0115  0.002582         0
   184/299     6.11G   0.01597  0.006149         0   0.02212         5       480    0.9948    0.9948    0.9952    0.8938   0.01147  0.002577         0
   185/299     6.11G   0.01592  0.006108         0   0.02203        10       480    0.9948    0.9948    0.9952    0.8937   0.01145  0.002573         0
   186/299     6.11G   0.01592  0.006113         0   0.02203         9       480    0.9948    0.9948    0.9952    0.8938   0.01143  0.002569         0
   187/299     6.11G   0.01586  0.006136         0     0.022        10       480    0.9948    0.9948    0.9952    0.8939   0.01141  0.002564         0
   188/299     6.11G   0.01577  0.006137         0   0.02191        11       480    0.9948    0.9948    0.9952    0.8942   0.01138   0.00256         0
   189/299     6.11G   0.01556  0.006054         0   0.02161         9       480    0.9948    0.9948    0.9952    0.8951   0.01136  0.002556         0
   190/299     6.11G   0.01566  0.006096         0   0.02176        11       480    0.9948    0.9948    0.9952    0.8949   0.01134  0.002552         0
   191/299     6.11G   0.01575  0.006107         0   0.02186        11       480    0.9948    0.9948    0.9952    0.8956   0.01132  0.002548         0
   192/299     6.11G   0.01544  0.006019         0   0.02146        10       480    0.9948    0.9948    0.9951    0.8958   0.01129  0.002543         0
   193/299     6.11G   0.01556  0.006027         0   0.02159        17       480    0.9948    0.9948    0.9952    0.8967   0.01127  0.002539         0
   194/299     6.11G   0.01561  0.006034         0   0.02164         9       480    0.9948    0.9948    0.9951    0.8966   0.01124  0.002535         0
   195/299     6.11G   0.01552  0.006025         0   0.02154         9       480    0.9948    0.9948    0.9952    0.8967   0.01121  0.002531         0
   196/299     6.11G    0.0154  0.005945         0   0.02134        14       480    0.9948    0.9948    0.9952    0.8974   0.01119  0.002525         0
   197/299     6.11G   0.01542  0.005997         0   0.02141        14       480    0.9948    0.9948    0.9952    0.8982   0.01117  0.002521         0
   198/299     6.11G   0.01537  0.006013         0   0.02138        14       480    0.9948    0.9948    0.9952     0.898   0.01114  0.002516         0
   199/299     6.11G   0.01536  0.006012         0   0.02138        10       480    0.9948    0.9948    0.9952    0.8993   0.01112  0.002512         0
   200/299     6.11G   0.01538  0.005936         0   0.02132         8       480    0.9948    0.9948    0.9952    0.8995    0.0111  0.002507         0
   201/299     6.11G   0.01525  0.005963         0   0.02121        13       480    0.9948    0.9948    0.9952    0.8999   0.01107  0.002503         0
   202/299     6.11G   0.01528  0.005872         0   0.02115         8       480    0.9948    0.9948    0.9952    0.9001   0.01106  0.002498         0
   203/299     6.11G   0.01517  0.005951         0   0.02112        10       480    0.9948    0.9948    0.9952    0.9019   0.01104  0.002495         0
   204/299     6.11G   0.01526  0.005898         0   0.02116        13       480    0.9948    0.9948    0.9952    0.9023   0.01101   0.00249         0
   205/299     6.11G   0.01508  0.005826         0    0.0209        12       480    0.9948    0.9948    0.9952    0.9024     0.011  0.002487         0
   206/299     6.11G   0.01516  0.005907         0   0.02107        12       480    0.9948    0.9948    0.9952    0.9021   0.01098  0.002483         0
   207/299     6.11G   0.01514  0.005874         0   0.02102         6       480    0.9948    0.9948    0.9952    0.9028   0.01096  0.002479         0
   208/299     6.11G     0.015  0.005862         0   0.02087        12       480    0.9948    0.9948    0.9953    0.9031   0.01094  0.002474         0
   209/299     6.11G   0.01498  0.005767         0   0.02075         9       480    0.9948    0.9948    0.9953    0.9035   0.01092   0.00247         0
   210/299     6.11G   0.01501  0.005859         0   0.02087        15       480    0.9948    0.9948    0.9952    0.9037    0.0109  0.002466         0
   211/299     6.11G   0.01494  0.005753         0    0.0207        10       480    0.9948    0.9948    0.9952     0.904   0.01088  0.002462         0
   212/299     6.11G   0.01502   0.00579         0   0.02081         8       480    0.9948    0.9948    0.9953    0.9041   0.01086  0.002458         0
   213/299     6.11G   0.01492  0.005825         0   0.02075        11       480    0.9948    0.9948    0.9953    0.9047   0.01084  0.002453         0
   214/299     6.11G   0.01487  0.005794         0   0.02067        14       480    0.9948    0.9948    0.9953    0.9048   0.01082   0.00245         0
   215/299     6.11G   0.01489   0.00578         0   0.02067        11       480    0.9948    0.9948    0.9953    0.9052    0.0108  0.002446         0
   216/299     6.11G   0.01467   0.00576         0   0.02043         6       480    0.9948    0.9948    0.9953    0.9053   0.01077  0.002442         0
   217/299     6.11G   0.01459  0.005682         0   0.02027        11       480    0.9948    0.9948    0.9953    0.9062   0.01074  0.002438         0
   218/299     6.11G   0.01478  0.005736         0   0.02052        12       480    0.9948    0.9948    0.9953    0.9062   0.01072  0.002434         0
   219/299     6.11G   0.01468  0.005712         0   0.02039        13       480    0.9948    0.9948    0.9953    0.9067   0.01069  0.002429         0
   220/299     6.11G   0.01461  0.005657         0   0.02027         9       480    0.9948    0.9948    0.9953    0.9068   0.01067  0.002425         0
   221/299     6.11G   0.01464  0.005659         0    0.0203        10       480    0.9948    0.9948    0.9953    0.9069   0.01064   0.00242         0
   222/299     6.11G    0.0146  0.005642         0   0.02024        13       480    0.9974     0.994    0.9954    0.9071   0.01061  0.002414         0
